timestamp,source,currency,rate_to_usd,status
2025-05-25T03:05:52.492328,openexchangerates,AED,3.672965,success
2025-05-25T03:05:52.492328,openexchangerates,AFN,69.963291,success
2025-05-25T03:05:52.492328,openexchangerates,ALL,86.535373,success
2025-05-25T03:05:52.492328,openexchangerates,AMD,383.667899,success
2025-05-25T03:05:52.492328,openexchangerates,ANG,1.79,success
2025-05-25T03:05:52.492328,openexchangerates,AOA,911.9551,success
2025-05-25T03:05:52.492328,openexchangerates,ARS,1131.651119,success
2025-05-25T03:05:52.492328,openexchangerates,AUD,1.539409,success
2025-05-25T03:05:52.492328,openexchangerates,AWG,1.80125,success
2025-05-25T03:05:52.492328,openexchangerates,AZN,1.7,success
2025-05-25T03:05:52.492328,openexchangerates,BAM,1.723787,success
2025-05-25T03:05:52.492328,openexchangerates,BBD,2,success
2025-05-25T03:05:52.492328,openexchangerates,BDT,121.844574,success
2025-05-25T03:05:52.492328,openexchangerates,BGN,1.72117,success
2025-05-25T03:05:52.492328,openexchangerates,BHD,0.376992,success
2025-05-25T03:05:52.492328,openexchangerates,BIF,2977.149131,success
2025-05-25T03:05:52.492328,openexchangerates,BMD,1,success
2025-05-25T03:05:52.492328,openexchangerates,BND,1.286837,success
2025-05-25T03:05:52.492328,openexchangerates,BOB,6.912782,success
2025-05-25T03:05:52.492328,openexchangerates,BRL,5.6458,success
2025-05-25T03:05:52.492328,openexchangerates,BSD,1,success
2025-05-25T03:05:52.492328,openexchangerates,BTC,9.263118e-06,success
2025-05-25T03:05:52.492328,openexchangerates,BTN,85.272842,success
2025-05-25T03:05:52.492328,openexchangerates,BWP,13.428054,success
2025-05-25T03:05:52.492328,openexchangerates,BYN,3.273766,success
2025-05-25T03:05:52.492328,openexchangerates,BZD,2.009404,success
2025-05-25T03:05:52.492328,openexchangerates,CAD,1.37365,success
2025-05-25T03:05:52.492328,openexchangerates,CDF,2900.945781,success
2025-05-25T03:05:52.492328,openexchangerates,CHF,0.821469,success
2025-05-25T03:05:52.492328,openexchangerates,CLF,0.024532,success
2025-05-25T03:05:52.492328,openexchangerates,CLP,941.42,success
2025-05-25T03:05:52.492328,openexchangerates,CNH,7.17233,success
2025-05-25T03:05:52.492328,openexchangerates,CNY,7.1806,success
2025-05-25T03:05:52.492328,openexchangerates,COP,4170.084213,success
2025-05-25T03:05:52.492328,openexchangerates,CRC,508.829622,success
2025-05-25T03:05:52.492328,openexchangerates,CUC,1,success
2025-05-25T03:05:52.492328,openexchangerates,CUP,25.75,success
2025-05-25T03:05:52.492328,openexchangerates,CVE,97.185316,success
2025-05-25T03:05:52.492328,openexchangerates,CZK,21.8666,success
2025-05-25T03:05:52.492328,openexchangerates,DJF,177.827972,success
2025-05-25T03:05:52.492328,openexchangerates,DKK,6.5651,success
2025-05-25T03:05:52.492328,openexchangerates,DOP,59.078351,success
2025-05-25T03:05:52.492328,openexchangerates,DZD,132.245,success
2025-05-25T03:05:52.492328,openexchangerates,EGP,49.88433,success
2025-05-25T03:05:52.492328,openexchangerates,ERN,15,success
2025-05-25T03:05:52.492328,openexchangerates,ETB,135.423087,success
2025-05-25T03:05:52.492328,openexchangerates,EUR,0.879523,success
2025-05-25T03:05:52.492328,openexchangerates,FJD,2.2528,success
2025-05-25T03:05:52.492328,openexchangerates,FKP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,GBP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,GEL,2.74,success
2025-05-25T03:05:52.492328,openexchangerates,GGP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,GHS,13.2663,success
2025-05-25T03:05:52.492328,openexchangerates,GIP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,GMD,72.2172,success
2025-05-25T03:05:52.492328,openexchangerates,GNF,8665.753645,success
2025-05-25T03:05:52.492328,openexchangerates,GTQ,7.678511,success
2025-05-25T03:05:52.492328,openexchangerates,GYD,209.287179,success
2025-05-25T03:05:52.492328,openexchangerates,HKD,7.83303,success
2025-05-25T03:05:52.492328,openexchangerates,HNL,26.038366,success
2025-05-25T03:05:52.492328,openexchangerates,HRK,6.62976,success
2025-05-25T03:05:52.492328,openexchangerates,HTG,130.892498,success
2025-05-25T03:05:52.492328,openexchangerates,HUF,355.27,success
2025-05-25T03:05:52.492328,openexchangerates,IDR,16246.25,success
2025-05-25T03:05:52.492328,openexchangerates,ILS,3.611275,success
2025-05-25T03:05:52.492328,openexchangerates,IMP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,INR,85.07605,success
2025-05-25T03:05:52.492328,openexchangerates,IQD,1310.421747,success
2025-05-25T03:05:52.492328,openexchangerates,IRR,42250,success
2025-05-25T03:05:52.492328,openexchangerates,ISK,127.66,success
2025-05-25T03:05:52.492328,openexchangerates,JEP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,JMD,158.964221,success
2025-05-25T03:05:52.492328,openexchangerates,JOD,0.709,success
2025-05-25T03:05:52.492328,openexchangerates,JPY,142.5550282,success
2025-05-25T03:05:52.492328,openexchangerates,KES,129.25,success
2025-05-25T03:05:52.492328,openexchangerates,KGS,87.45,success
2025-05-25T03:05:52.492328,openexchangerates,KHR,4004.179626,success
2025-05-25T03:05:52.492328,openexchangerates,KMF,432.893,success
2025-05-25T03:05:52.492328,openexchangerates,KPW,900,success
2025-05-25T03:05:52.492328,openexchangerates,KRW,1365.729577,success
2025-05-25T03:05:52.492328,openexchangerates,KWD,0.30652,success
2025-05-25T03:05:52.492328,openexchangerates,KYD,0.833623,success
2025-05-25T03:05:52.492328,openexchangerates,KZT,511.63649,success
2025-05-25T03:05:52.492328,openexchangerates,LAK,21612.453117,success
2025-05-25T03:05:52.492328,openexchangerates,LBP,89638.328105,success
2025-05-25T03:05:52.492328,openexchangerates,LKR,299.48135,success
2025-05-25T03:05:52.492328,openexchangerates,LRD,200.066985,success
2025-05-25T03:05:52.492328,openexchangerates,LSL,17.905244,success
2025-05-25T03:05:52.492328,openexchangerates,LYD,5.465386,success
2025-05-25T03:05:52.492328,openexchangerates,MAD,9.195087,success
2025-05-25T03:05:52.492328,openexchangerates,MDL,17.281698,success
2025-05-25T03:05:52.492328,openexchangerates,MGA,4473.092512,success
2025-05-25T03:05:52.492328,openexchangerates,MKD,54.132409,success
2025-05-25T03:05:52.492328,openexchangerates,MMK,2098,success
2025-05-25T03:05:52.492328,openexchangerates,MNT,3398,success
2025-05-25T03:05:52.492328,openexchangerates,MOP,8.067938,success
2025-05-25T03:05:52.492328,openexchangerates,MRU,39.782478,success
2025-05-25T03:05:52.492328,openexchangerates,MUR,45.710002,success
2025-05-25T03:05:52.492328,openexchangerates,MVR,15.46,success
2025-05-25T03:05:52.492328,openexchangerates,MWK,1734.583967,success
2025-05-25T03:05:52.492328,openexchangerates,MXN,19.2436,success
2025-05-25T03:05:52.492328,openexchangerates,MYR,4.231,success
2025-05-25T03:05:52.492328,openexchangerates,MZN,63.899993,success
2025-05-25T03:05:52.492328,openexchangerates,NAD,17.905244,success
2025-05-25T03:05:52.492328,openexchangerates,NGN,1589.8,success
2025-05-25T03:05:52.492328,openexchangerates,NIO,36.815547,success
2025-05-25T03:05:52.492328,openexchangerates,NOK,10.1063,success
2025-05-25T03:05:52.492328,openexchangerates,NPR,136.437287,success
2025-05-25T03:05:52.492328,openexchangerates,NZD,1.670565,success
2025-05-25T03:05:52.492328,openexchangerates,OMR,0.384987,success
2025-05-25T03:05:52.492328,openexchangerates,PAB,1,success
2025-05-25T03:05:52.492328,openexchangerates,PEN,3.659961,success
2025-05-25T03:05:52.492328,openexchangerates,PGK,4.101023,success
2025-05-25T03:05:52.492328,openexchangerates,PHP,55.349994,success
2025-05-25T03:05:52.492328,openexchangerates,PKR,281.947511,success
2025-05-25T03:05:52.492328,openexchangerates,PLN,3.747305,success
2025-05-25T03:05:52.492328,openexchangerates,PYG,7980.891426,success
2025-05-25T03:05:52.492328,openexchangerates,QAR,3.646003,success
2025-05-25T03:05:52.492328,openexchangerates,RON,4.4462,success
2025-05-25T03:05:52.492328,openexchangerates,RSD,103.317111,success
2025-05-25T03:05:52.492328,openexchangerates,RUB,79.475654,success
2025-05-25T03:05:52.492328,openexchangerates,RWF,1432.971811,success
2025-05-25T03:05:52.492328,openexchangerates,SAR,3.750698,success
2025-05-25T03:05:52.492328,openexchangerates,SBD,8.350767,success
2025-05-25T03:05:52.492328,openexchangerates,SCR,14.217208,success
2025-05-25T03:05:52.492328,openexchangerates,SDG,600.5,success
2025-05-25T03:05:52.492328,openexchangerates,SEK,9.5324,success
2025-05-25T03:05:52.492328,openexchangerates,SGD,1.287167,success
2025-05-25T03:05:52.492328,openexchangerates,SHP,0.738389,success
2025-05-25T03:05:52.492328,openexchangerates,SLL,20969.5,success
2025-05-25T03:05:52.492328,openexchangerates,SOS,571.672941,success
2025-05-25T03:05:52.492328,openexchangerates,SRD,36.65,success
2025-05-25T03:05:52.492328,openexchangerates,SSP,130.26,success
2025-05-25T03:05:52.492328,openexchangerates,STD,22281.8,success
2025-05-25T03:05:52.492328,openexchangerates,STN,21.594179,success
2025-05-25T03:05:52.492328,openexchangerates,SVC,8.752903,success
2025-05-25T03:05:52.492328,openexchangerates,SYP,13002,success
2025-05-25T03:05:52.492328,openexchangerates,SZL,17.900976,success
2025-05-25T03:05:52.492328,openexchangerates,THB,32.493293,success
2025-05-25T03:05:52.492328,openexchangerates,TJS,10.253534,success
2025-05-25T03:05:52.492328,openexchangerates,TMT,3.505,success
2025-05-25T03:05:52.492328,openexchangerates,TND,2.990054,success
2025-05-25T03:05:52.492328,openexchangerates,TOP,2.40776,success
2025-05-25T03:05:52.492328,openexchangerates,TRY,38.881399,success
2025-05-25T03:05:52.492328,openexchangerates,TTD,6.799963,success
2025-05-25T03:05:52.492328,openexchangerates,TWD,29.979398,success
2025-05-25T03:05:52.492328,openexchangerates,TZS,2698.390686,success
2025-05-25T03:05:52.492328,openexchangerates,UAH,41.523021,success
2025-05-25T03:05:52.492328,openexchangerates,UGX,3651.494101,success
2025-05-25T03:05:52.492328,openexchangerates,USD,1,success
2025-05-25T03:05:52.492328,openexchangerates,UYU,41.62071,success
2025-05-25T03:05:52.492328,openexchangerates,UZS,12908.850114,success
2025-05-25T03:05:52.492328,openexchangerates,VES,94.873392,success
2025-05-25T03:05:52.492328,openexchangerates,VND,25953.80398,success
2025-05-25T03:05:52.492328,openexchangerates,VUV,118.722,success
2025-05-25T03:05:52.492328,openexchangerates,WST,2.8,success
2025-05-25T03:05:52.492328,openexchangerates,XAF,576.929324,success
2025-05-25T03:05:52.492328,openexchangerates,XAG,0.02985522,success
2025-05-25T03:05:52.492328,openexchangerates,XAU,0.00029785,success
2025-05-25T03:05:52.492328,openexchangerates,XCD,2.70255,success
2025-05-25T03:05:52.492328,openexchangerates,XDR,0.722135,success
2025-05-25T03:05:52.492328,openexchangerates,XOF,576.929324,success
2025-05-25T03:05:52.492328,openexchangerates,XPD,0.00100255,success
2025-05-25T03:05:52.492328,openexchangerates,XPF,104.955022,success
2025-05-25T03:05:52.492328,openexchangerates,XPT,0.00092725,success
2025-05-25T03:05:52.492328,openexchangerates,YER,243.924948,success
2025-05-25T03:05:52.492328,openexchangerates,ZAR,17.84516,success
2025-05-25T03:05:52.492328,openexchangerates,ZMW,27.359384,success
2025-05-25T03:05:52.492328,openexchangerates,ZWL,322,success
